Student_ID,Full_Name,CGPA,Soft_Skills_Score,Technical_Skills,Leadership_Score,Experience_Years,No_of_Internships,Projects,Live_Backlogs,No_of_Certifications,Programming_Language,Gender,Branch,Year_of_Passing,Placement_Status,Company_Name
S1383,David Jones,8.14471423389942,9.249717122570866,7.237520194502756,7.600080503408368,1.6357499381187794,2,0,1,0,C++,Female,ME,2021,Placed,Apple
S1384,John Brown,9.387360067635264,4.878866984619666,7.684139137557521,4.780061419932409,0.9051527499731434,3,6,1,0,Python,Female,CS,2020,Placed,Facebook
S1385,Lisa Williams,8.67535521901943,3.8698013648902494,6.43582729861569,5.288914426715921,1.3467270513440157,4,3,3,0,C#,Male,IT,2022,Placed,Apple
S1386,Jane Jones,9.017404651924242,6.2397887193470245,6.851888624814025,6.2181931755771425,0.5912556818752592,0,3,1,0,Java,Male,IT,2021,Not Placed,None
S1387,David Williams,6.410172862856532,4.340551810938648,6.786265882731754,4.986078692465684,0.5051603230181141,1,4,0,2,Python,Female,CS,2021,Placed,Facebook
S1388,David Johnson,5.887197718898614,6.4096675012020965,6.0694042673253,4.342721764826602,0.7423674071649908,0,3,1,4,Java,Female,EEE,2021,Not Placed,None
S1389,Sarah Davis,8.753073758204291,7.350272763794422,7.587328544602787,7.837618914207999,1.4570522335522358,3,1,1,1,C++,Male,CS,2020,Placed,Facebook
S1390,Lisa Wilson,9.034173696336321,7.195645166429232,9.284482751961466,5.823511100260827,1.9343887970410718,2,6,1,1,JavaScript,Female,EEE,2021,Placed,Apple
S1391,Jane Wilson,9.952525710003368,4.370975983181092,6.873353800688392,5.2162238408121,0.9005918243439666,1,0,2,1,Python,Female,EEE,2022,Not Placed,None
S1392,Sarah Jones,7.063088384557132,2.501741815288775,5.292594910786854,2.2383912215682207,1.9284402064319968,3,1,3,2,Java,Male,IT,2021,Not Placed,None
S1393,Alex Johnson,6.860090428963916,4.874764046159868,7.843973429061252,6.970514007941527,2.1628658172772197,3,3,1,4,Python,Male,ME,2021,Placed,IBM
S1394,Emma Williams,8.882064803709984,2.283347296737179,8.373340500506826,5.880707651832989,2.0654832464609783,3,5,3,4,C++,Female,ECE,2020,Placed,Microsoft
S1395,Alex Jones,6.704017701265089,9.010873316654274,7.562499505661739,5.516389657017023,0.5630014367673877,1,7,0,2,C++,Male,CS,2022,Placed,Facebook
S1396,Alex Brown,9.653786628017823,4.112897146640717,6.629637194164128,3.242890034041937,0.9940448413803165,1,0,0,0,Java,Male,EEE,2021,Placed,IBM
S1397,Jane Johnson,9.29206375921506,2.390137725009914,8.83118174090695,6.220057472090293,1.5216096734438886,4,1,1,3,C#,Female,CS,2022,Placed,Amazon
S1398,Alex Jones,7.1449701368750915,1.229029839151758,8.510704939027262,3.9252181483901603,1.5997880427058233,4,6,0,0,Python,Female,ME,2022,Placed,Amazon
S1399,John Wilson,8.754355338957486,6.8124014765783585,3.3674569841990305,2.0978703083389445,0.5412102393686269,0,4,3,1,Python,Female,ME,2021,Not Placed,None
S1400,Sarah Williams,8.772714370423412,6.732120857092689,7.57741458524845,5.1867626013212105,1.4895388152625062,1,1,2,0,C++,Male,ECE,2020,Not Placed,None
S1401,John Williams,5.5156193441796635,4.065437499231625,3.52799075610996,3.1564935505308562,0.9282085826836712,1,5,1,2,Python,Female,ECE,2022,Not Placed,None
S1402,John Williams,9.512764533397833,1.6454069996288592,8.107494775268155,4.013313456434123,1.0355414983670324,1,3,0,1,Java,Male,EEE,2023,Placed,Facebook
S1403,Emma Davis,7.526261862239286,4.686660054057088,6.9436091584625785,5.332869243930578,2.4736710355706117,4,0,3,3,JavaScript,Female,ECE,2021,Not Placed,None
S1404,David Miller,9.13228733053871,3.800957455570542,8.643312399480578,3.1505826680471154,0.8399689082872747,3,4,3,1,C++,Male,EEE,2022,Not Placed,None
S1405,John Wilson,6.600248005153059,7.094085757615084,4.594150615449841,4.316916137660127,1.231936459686123,2,0,0,0,JavaScript,Male,IT,2022,Not Placed,None
S1406,Lisa Brown,9.477616142481002,6.452013245074213,8.135394688569818,4.265905319038841,2.161092560419174,4,4,3,4,Python,Female,EEE,2022,Placed,Microsoft
S1407,Emma Davis,6.946008393670816,4.28134355377786,5.3619305085092375,4.946198627014089,0.4767429372823398,1,7,3,4,C#,Male,ECE,2021,Not Placed,None
S1408,Alex Smith,5.054188257401492,2.961032988294911,6.442377870223591,6.262024179620564,1.917297391922161,4,6,1,4,Java,Female,CS,2023,Placed,Facebook
S1409,Lisa Davis,9.52690988209632,9.892323695400327,3.5023024139670906,5.367529399083985,0.35919716930170015,0,0,3,1,Python,Female,ECE,2022,Not Placed,None
S1410,Jane Wilson,5.456433383930667,5.086014590765034,6.544213826211284,3.8437094059400403,1.5511061698368513,1,3,0,4,Java,Male,ME,2022,Not Placed,None
S1411,Emma Smith,6.596568187952075,7.194468122022133,6.5361688631476405,3.3269273808720525,0.49064949810011893,0,6,1,2,Python,Male,ECE,2020,Not Placed,None
S1412,Emma Smith,9.750309835254026,2.264976708205247,5.780462673302374,3.860306213502768,0.7435942253513643,1,6,0,3,Python,Male,IT,2021,Placed,Amazon
S1413,David Johnson,9.753035734687781,5.37030729693458,9.164814900109274,6.110564541886006,1.8972908177768404,4,7,2,4,Python,Female,EEE,2021,Placed,Oracle
S1414,Mike Johnson,7.86718944061643,1.2478304788251893,8.572017899640764,7.725817877346306,1.025344362179863,3,4,0,2,C++,Female,ME,2022,Placed,Amazon
S1415,Alex Jones,8.159186060848995,5.549096061194049,8.639595311740248,4.40905750223588,0.9273329583545915,2,2,0,2,JavaScript,Female,EEE,2020,Placed,Apple
S1416,Mike Jones,7.242227609891598,9.67615666405932,7.67826217017484,3.5953889704081696,0.6249477751791173,0,0,1,1,C#,Female,EEE,2022,Not Placed,None
S1417,Sarah Smith,6.466053858490323,4.457860416872202,5.053342451866369,2.6482021803306592,1.5304567947101655,4,0,3,1,JavaScript,Female,ECE,2022,Not Placed,None
S1418,Alex Williams,6.64332272684958,1.3509641131742043,8.62985296062224,5.625707171161825,1.5373158270083735,3,1,0,3,JavaScript,Female,CS,2021,Not Placed,None
S1419,Emma Miller,8.362592280385192,1.2786021182740916,9.439906444437362,6.712849258740584,1.8994602161034493,4,4,1,3,Java,Male,ME,2020,Placed,Oracle
S1420,Alex Wilson,8.761872647188401,4.4918808395218255,5.140199688981486,5.459404573832019,0.8500011806252469,0,5,2,0,C++,Female,IT,2022,Not Placed,None
S1421,Emma Smith,8.957895218629243,2.4402244281687464,5.14420330316708,6.829729615635589,1.4812524679878984,2,2,1,3,C++,Female,IT,2021,Placed,Microsoft
S1422,John Jones,8.94809071397277,1.2101688669536732,7.304510361999469,5.717202557256954,1.4616242749117303,4,3,1,1,Python,Female,CS,2022,Placed,Apple
S1423,Jane Johnson,5.456030515243452,7.805922525551591,3.9812771810520515,2.150514805483166,0.43963934073254207,1,1,3,2,JavaScript,Female,CS,2022,Not Placed,None
S1424,John Brown,7.472101523512907,5.126707079937016,9.083592342343938,5.5478577558908055,1.8912113121466156,3,7,0,0,C#,Male,ECE,2020,Placed,Oracle
S1425,Lisa Johnson,5.287793800083222,3.603202947753891,6.486221677873647,5.5815496506453215,2.2761705739460227,4,2,2,3,Java,Male,IT,2020,Not Placed,None
S1426,Emma Smith,7.747644411618678,9.100748647148327,9.017000674584045,6.472835909883367,1.1355093483336485,3,4,1,2,C++,Male,ME,2020,Placed,IBM
S1427,Alex Williams,7.207652506866885,2.0452506418047305,6.249445900102206,5.048852292078932,0.8606379342370296,1,2,0,1,Python,Female,CS,2022,Not Placed,None
S1428,David Wilson,9.4385209137915,9.603269460597874,7.514663109047191,7.662690649607684,1.2478538254453329,2,7,0,4,C#,Female,CS,2023,Placed,Oracle
S1429,Jane Brown,6.754575062760393,3.8257004563961754,8.349998136005174,5.86056328043997,1.2999902641294045,2,6,1,0,JavaScript,Female,CS,2020,Placed,IBM
S1430,Sarah Johnson,5.585335082138029,8.995633050778132,5.168634373375162,6.51264559574342,1.2392352566314777,1,0,0,2,C#,Male,ME,2023,Not Placed,None
S1431,Mike Johnson,5.714958410264179,6.426485888315154,9.616883322028693,6.103351667807978,0.812404850032982,3,6,1,1,C++,Female,IT,2023,Placed,IBM
S1432,Alex Brown,8.80755315858736,8.440366237673388,6.186212717958792,7.226107507214895,2.0822156241010257,4,0,1,1,Java,Female,ME,2023,Placed,Oracle
S1433,Alex Wilson,8.091090316581305,9.856118468894179,8.468920906393903,3.9046763464413794,0.3429565104691154,1,1,1,0,JavaScript,Male,ME,2021,Not Placed,None
S1434,David Jones,5.505613380613951,3.5956489403687115,3.2468161601852974,5.012611023909538,0.7024328515093018,0,7,2,0,Java,Male,ECE,2022,Not Placed,None
S1435,Emma Smith,5.420534030574987,9.650219368668337,6.2397701100016345,7.497440713496957,1.9915067033537912,3,4,1,3,C#,Female,CS,2020,Placed,Oracle
S1436,Alex Williams,8.5048456572956,4.505337054121783,3.914378827497628,4.238776155616868,1.1768229699175943,2,4,3,3,C#,Male,IT,2022,Not Placed,None
S1437,David Smith,5.363815031820968,4.4696071426323005,6.758260047710256,5.9342506479206465,0.47363462315237165,1,2,0,0,Python,Female,ECE,2022,Not Placed,None
S1438,Lisa Jones,9.109300296451782,4.063483938290551,7.9430564437812725,6.02199693613459,1.9775507675089394,2,1,2,0,JavaScript,Female,ECE,2021,Not Placed,None
S1439,Emma Brown,8.531211135782481,5.872668466128267,8.271184073028444,4.404033013958533,2.0839281931113947,3,4,0,2,C#,Male,EEE,2021,Placed,Google
S1440,Mike Davis,5.406743903209499,2.387305388606384,7.383526318401519,4.807523006252441,1.656970449837521,2,5,2,3,C++,Female,CS,2021,Not Placed,None
S1441,David Jones,5.42418857042596,5.983403368222101,5.371568873644197,2.4703664781186094,0.8672674043488156,1,5,3,1,C++,Male,IT,2022,Not Placed,None
S1442,Sarah Johnson,9.933197892505877,5.875343311690036,8.908489374138925,8.336347065431141,1.0257685903339466,3,6,2,3,Java,Male,IT,2023,Placed,Oracle
S1443,Alex Brown,6.8713539787806015,7.85711631344383,6.487853470064542,5.516000676159877,1.4121167721277519,0,0,2,3,C++,Female,IT,2022,Not Placed,None
S1444,Jane Brown,6.8532107353344545,8.50284965743827,4.657559819793097,2.7574814162744294,1.0485266897757084,1,2,2,0,C#,Male,CS,2021,Not Placed,None
S1445,John Williams,9.063997836287513,4.963972152811817,8.011847335658349,4.746416232967072,2.2785331905812276,4,3,0,0,C++,Female,IT,2022,Placed,IBM
S1446,Sarah Wilson,9.736242886919293,3.7209992441634436,9.238529357972702,6.088723423104787,0.7631425086391386,1,7,1,3,JavaScript,Female,ME,2021,Placed,Facebook
S1447,Sarah Wilson,9.930005319114354,3.33401407585385,9.467484446646449,5.122719230324333,1.252932475619206,3,0,0,4,Java,Male,ME,2021,Placed,Apple
S1448,Lisa Brown,8.766890926294709,2.7516145303438475,7.947668469912502,2.5655113514593566,1.7283107210110586,1,1,1,4,JavaScript,Male,CS,2020,Not Placed,None
S1449,Emma Miller,6.881297927654579,1.5188282397912238,7.655587426481739,4.873208661807626,0.7827495727422746,0,4,0,3,C#,Male,IT,2023,Not Placed,None
S1450,Sarah Smith,5.417503583493344,4.08203180951242,1.6210882052778235,2.587749225541123,0.21104313579111944,0,0,3,4,C#,Female,EEE,2021,Not Placed,None
S1451,John Jones,8.885734579637184,3.4322292291770493,8.322713089291527,3.52731534171977,1.3295120169920611,4,3,3,3,C++,Female,EEE,2020,Placed,IBM
S1452,John Miller,7.792021248679025,9.697756472797666,6.487523395581636,6.698173167707211,1.222916419089081,2,3,2,0,Python,Female,EEE,2023,Placed,Microsoft
S1453,Alex Brown,7.1211100462348815,6.019379436250396,8.452642003251585,6.801617882188918,0.813706365732617,3,5,3,0,Python,Female,ME,2021,Not Placed,None
S1454,John Williams,9.53177192547368,4.125493351274568,6.447558428532133,6.293606508721415,1.4438009780674508,3,1,2,0,C#,Female,EEE,2023,Not Placed,None
S1455,Emma Brown,5.555987411530757,6.224208408943264,5.914723637616206,6.027438686545881,1.1284112631201915,2,0,1,1,C#,Female,IT,2023,Not Placed,None
S1456,Emma Brown,7.4631255214542955,2.2527703121112594,3.874085153020867,2.0930188241758243,1.1690043979792304,0,2,3,0,Java,Female,IT,2022,Not Placed,None
S1457,David Smith,5.0567682238370955,4.996393742819826,3.785435010941595,2.834589764495795,0.5324129467338626,0,0,1,0,C#,Male,EEE,2020,Not Placed,None
S1458,John Brown,7.343303209970632,6.636108892789575,5.359075538140648,4.264296517672918,1.723823142309399,1,5,0,3,C#,Female,ECE,2023,Placed,Oracle
S1459,Alex Williams,5.2815163784091865,5.400080486132063,9.617456979961478,7.122176968115567,1.2711548789513547,4,6,1,4,Java,Female,EEE,2022,Placed,IBM
S1460,Alex Johnson,5.594089581340359,4.616009205888918,8.830387358400355,7.714593231475277,1.8864800274522024,4,3,0,4,JavaScript,Male,ECE,2023,Placed,Facebook
S1461,Sarah Davis,5.587631233885524,9.944635500097284,5.99443537289317,6.767370468036724,1.1345489455123818,4,1,1,0,JavaScript,Female,CS,2022,Placed,Oracle
S1462,Sarah Williams,8.246051510580319,8.922832859340343,7.886807297150337,6.898694239504883,1.3507959759909731,1,1,1,0,Java,Female,CS,2021,Not Placed,None
S1463,John Miller,8.730224396327117,6.610653623434961,7.753854964986507,6.147611531823502,2.492130532092957,4,2,3,0,Java,Male,IT,2021,Placed,Facebook
S1464,Jane Wilson,7.916843825485798,6.124396250640545,6.065125239889172,4.571955923927016,1.7287079566274484,2,1,1,3,JavaScript,Female,ME,2022,Not Placed,None
S1465,Lisa Williams,9.81086274237271,6.585944318421257,5.189628421313294,4.632510548675912,1.0835553110804519,1,5,3,3,JavaScript,Male,IT,2021,Not Placed,None
S1466,John Johnson,6.87435289761852,2.8118089704018994,6.997291850394321,2.481766647649743,1.227112036099538,2,5,3,3,JavaScript,Female,IT,2021,Not Placed,None
S1467,John Brown,6.428560431409304,4.5562396893788675,6.539976239130313,2.447263048799039,1.5025449419002703,1,5,2,4,JavaScript,Female,ME,2021,Not Placed,None
S1468,John Johnson,9.3429956409473,1.3551357960180939,6.919101529662647,6.101060179508055,2.4039611270660863,4,1,2,1,C++,Male,IT,2023,Placed,Facebook
S1469,Alex Davis,6.117979192597263,5.27991433738144,7.021437526043136,4.834416966237843,1.9838097886971395,2,1,0,4,Java,Male,ME,2022,Not Placed,None
S1470,Jane Williams,9.816112697203057,5.887221255618969,6.086255435365727,6.220253816243279,1.094808841346726,2,5,1,3,Python,Female,IT,2020,Placed,Facebook
S1471,Alex Miller,5.0607723734490815,3.0497476249288864,5.497655797487351,4.800111160167741,1.9863762121917685,2,1,0,2,C++,Female,CS,2020,Not Placed,None
S1472,Emma Wilson,9.849394133538194,9.676259624489624,7.226908676511726,5.407727009359898,0.48388937826074724,1,7,1,1,Python,Male,ECE,2022,Placed,Facebook
S1473,David Brown,5.215799559752881,9.185091498435177,5.309400633375907,5.061312597380329,1.1303246638978637,3,1,2,0,Python,Female,IT,2023,Not Placed,None
S1474,Emma Davis,9.455715568490355,7.499289119103153,9.682216534393628,6.497388937568865,1.1335241871008443,4,7,2,4,C#,Male,ECE,2021,Placed,Microsoft
S1475,Jane Jones,7.638505545431499,5.800479658888263,8.591913668538242,4.7424606113278225,0.9076077747267225,2,3,1,1,Java,Male,EEE,2021,Placed,Google
S1476,Sarah Williams,9.964823980596503,8.829722436829165,7.375629512228642,7.354742203477368,1.9019063274270167,3,0,1,2,C++,Male,IT,2023,Placed,Amazon
S1477,Jane Jones,5.368982823676994,2.1758710944111663,5.063923340103365,4.798395273812,2.2793865372676745,4,4,2,1,Java,Female,CS,2020,Not Placed,None
S1478,John Davis,7.769271422006604,8.114588148473965,9.225151287815256,6.84501915418339,2.168338967653858,4,7,2,4,JavaScript,Female,ME,2022,Placed,Google
S1479,Sarah Brown,9.846512678095495,2.1233873257016347,10.050160094277324,8.048477032776775,1.4465986672515445,2,7,0,3,Java,Female,CS,2022,Placed,Amazon
S1480,Lisa Smith,7.615489220850744,8.147895962944649,7.487276421380007,6.66045243807065,1.2709497687839684,2,1,2,0,Python,Male,ECE,2023,Not Placed,None
S1481,Jane Jones,8.146993190676312,3.481908114262213,7.766208954743694,6.6049008028369,1.3130564338204698,1,4,1,3,JavaScript,Female,ME,2021,Not Placed,None
S1482,Alex Jones,8.478743444923087,8.8938152291637,9.605300656484747,5.8967753821776565,1.3362503239008328,3,6,0,3,Java,Male,CS,2021,Placed,Apple
S1483,Lisa Miller,7.272705323838866,9.49637884442858,9.22537569816654,3.9961290714520206,2.011962527249553,3,4,1,4,Java,Male,CS,2021,Placed,Oracle
S1484,Lisa Johnson,8.137790400420318,2.3391637246460406,3.573109997320731,3.2015627746574293,1.5157851409651781,2,3,3,3,Python,Female,CS,2022,Not Placed,None
S1485,Jane Johnson,7.921571559615501,5.164080445588541,8.403320714600191,5.714236146209332,2.046707047741613,4,7,0,3,JavaScript,Female,ME,2020,Placed,Facebook
S1486,Jane Miller,9.505790052454945,9.828886403464166,7.197240308834802,7.682289638179826,1.3039039896936069,2,1,1,4,Python,Male,CS,2022,Placed,Apple
S1487,Sarah Jones,5.227231901707289,5.35066692375832,7.182686187698255,6.160251878765305,2.327843476316759,4,5,2,4,Java,Female,CS,2023,Placed,Apple
S1488,John Williams,6.4048159479611515,8.771927702630906,8.883863576139134,3.494555290074671,1.3780221005185787,4,4,3,2,C++,Male,ECE,2022,Placed,Oracle
S1489,Alex Brown,9.752057420382794,6.298583699181878,8.776836549556979,3.8232674498982013,1.071721480041576,2,1,1,3,C++,Female,CS,2023,Placed,Amazon
S1490,Sarah Johnson,9.451318919454582,4.377969171276417,5.0261490058496054,3.6510327465315613,1.1664638545165336,0,2,0,1,C#,Male,CS,2022,Placed,Microsoft
S1491,Lisa Johnson,7.278283763928565,3.5720519997328317,6.369977134128099,6.519662679670789,1.4891233441940066,3,6,1,0,C++,Female,EEE,2020,Placed,Facebook
S1492,Jane Wilson,8.100662989007684,2.8290078197747857,6.228627514778182,6.383891265799065,2.3338210201362863,4,5,3,0,JavaScript,Male,ME,2023,Placed,IBM
S1493,Sarah Smith,6.386905914905663,7.856183722399275,7.3837570275710345,7.8530286169586585,1.5195989796442784,4,2,0,4,C#,Female,EEE,2021,Placed,Oracle
S1494,Jane Brown,5.940605798618806,4.478864561407251,4.5039005083954935,5.506258990623289,0.5539952532294672,0,2,3,4,JavaScript,Male,ECE,2021,Not Placed,None
S1495,Mike Smith,7.318492024699911,5.60147915980676,8.369145306229012,3.786828690294338,1.583103684079938,1,4,1,2,C++,Male,EEE,2022,Not Placed,None
S1496,Sarah Johnson,6.766761140130264,5.430929320010637,6.757834221493292,3.098677608737378,0.6965554802730616,0,2,2,3,C++,Male,IT,2022,Not Placed,None
S1497,David Jones,7.91828055925436,6.195511263098181,5.8843394008648495,3.1084067848869443,0.7741868763037301,0,3,2,4,Java,Male,ME,2020,Not Placed,None
S1498,Emma Williams,5.388673184824924,8.79019431062097,9.068599540378774,5.112479012393797,1.499145573003519,4,3,1,4,JavaScript,Male,CS,2020,Placed,Oracle
S1499,John Jones,9.871974038330833,9.826654092250864,8.833291280610815,8.347168845639516,1.1650049132686229,3,4,1,0,Python,Male,EEE,2021,Placed,Apple
S1500,Alex Brown,9.931053722398016,4.668257877164352,4.815922277090936,5.1995384363651,0.983923066257588,0,1,1,3,Java,Female,EEE,2022,Not Placed,None
S1501,Alex Johnson,8.490808570098725,8.447670298956726,7.295243177996141,6.593204365194929,0.4297609923118058,1,0,0,2,JavaScript,Male,CS,2023,Placed,Google
S1502,Jane Brown,7.680481831720602,7.8807501518924585,5.9104645880268025,4.525907113543877,1.818908961774364,2,1,3,4,C#,Male,CS,2020,Not Placed,None
S1503,John Davis,6.547638081431639,6.1617605631001595,4.939310751329044,1.316267930242585,1.1688047051476618,0,1,3,4,JavaScript,Female,ECE,2023,Not Placed,None
S1504,Lisa Wilson,9.068975098534743,9.604424292507398,4.3188191807086085,2.557220766381125,0.28612239555870417,0,1,3,4,C#,Female,EEE,2023,Not Placed,None
S1505,Jane Wilson,8.423655862769397,2.804270639755625,5.142702542108518,4.786469779904376,1.2910299187368481,1,1,1,0,C#,Male,EEE,2020,Not Placed,None
S1506,Jane Williams,5.813084696724457,1.9833778927865926,4.970077855946105,5.504522059490463,1.6539493819284523,3,5,3,4,C++,Female,IT,2022,Not Placed,None
S1507,Alex Williams,9.554635922469213,8.6856577025988,8.39411633847076,3.7043862224014905,0.27680257610496617,0,0,1,4,Python,Female,IT,2023,Not Placed,None
S1508,Emma Miller,9.112686214615845,4.952348349703735,7.005709960798036,6.566066607545244,0.4098052590753487,0,5,0,0,JavaScript,Male,EEE,2022,Placed,Facebook
S1509,Mike Smith,9.74899956645962,8.622719687863544,8.901258276460137,7.275080620437354,1.3634797556007516,3,2,2,4,Python,Male,IT,2023,Placed,Microsoft
S1510,Alex Smith,8.6285975419418,9.037811846758734,8.818499231541184,5.440943662227131,1.2988641028682109,1,6,1,3,C#,Female,EEE,2022,Placed,Facebook
S1511,David Williams,8.06707597967895,1.562118342571643,4.145199740843793,5.390293366066727,0.9580851132255089,0,1,1,3,C++,Female,ME,2022,Not Placed,None
S1512,Jane Miller,7.091215181453094,8.951182866874547,7.8065297740768145,5.276332383918081,1.5483522715150468,3,6,2,0,Python,Female,ECE,2022,Placed,IBM
S1513,John Jones,9.663642416770067,5.0348714983248,7.422903023808274,5.364165334969063,1.1526158146710515,0,3,2,3,Java,Female,IT,2022,Not Placed,None
S1514,Alex Davis,9.330319447502042,5.59389240103809,8.270433838113162,7.458014284786,1.636906609409249,2,4,0,2,C#,Female,EEE,2020,Placed,IBM
S1515,Mike Johnson,5.226093350530947,6.639332599838892,8.405257392342246,7.246312663199491,1.9267887310933838,4,4,3,4,Java,Female,IT,2023,Not Placed,None
S1516,David Miller,5.13183487248626,9.33744346057078,6.186287677442437,5.005051007713501,1.680485125077238,2,5,1,2,Python,Male,ECE,2022,Placed,Apple
S1517,Alex Miller,6.882316834390248,1.1720448498678762,2.2844703203283636,3.2564049778015174,0.5013950621688138,0,5,3,3,Python,Female,ME,2021,Not Placed,None
S1518,John Wilson,9.052766653909163,5.291591214860354,8.776175502022038,3.9106859378899372,1.5718742924839084,1,3,1,0,Python,Male,CS,2023,Placed,Google
S1519,Alex Johnson,9.936380646574722,7.189498381875046,10.295282524684136,5.156276971466983,1.922365128702911,4,1,0,0,JavaScript,Male,CS,2023,Placed,Apple
S1520,Mike Brown,5.752084455517641,7.5043626192840565,8.605906925270624,5.894810313922901,1.7335452707186458,2,6,2,2,C#,Female,IT,2022,Not Placed,None
S1521,Mike Davis,7.970653576760675,7.232791883833972,10.067714382721762,8.695732459580046,1.5694186571854258,3,7,0,3,C#,Male,EEE,2023,Placed,Microsoft
S1522,Lisa Johnson,6.904454283155108,2.2099161646730967,7.356864205807497,3.92682761735391,0.5776573674830205,1,6,2,4,C#,Female,ECE,2021,Not Placed,None
S1523,Sarah Davis,9.849571989073016,3.694560295345131,6.90072111285075,2.983956573242592,1.3136151930174629,2,0,3,3,JavaScript,Male,ME,2021,Not Placed,None
S1524,David Williams,9.210594615678543,4.228439728753122,7.972444205603996,4.078276313825727,1.306667495664882,3,2,3,3,Python,Female,ME,2021,Not Placed,None
S1525,Jane Johnson,9.19164352355569,8.239934869115544,7.929796044151546,5.59064453232871,1.0462485540556417,0,4,0,0,Python,Male,ME,2023,Placed,Amazon
S1526,David Williams,7.343465798974851,3.508838851730977,5.651670541125238,3.952320138706682,1.4636906876021036,3,2,2,1,Java,Female,CS,2023,Not Placed,None
S1527,Emma Davis,7.074097511688326,2.8963446748048285,8.194826160847594,3.7319276455501638,1.7541692073915316,2,0,0,4,JavaScript,Male,ECE,2022,Not Placed,None
S1528,Mike Wilson,6.367035359653531,9.617032171342865,6.62752660505781,6.426304771148286,1.517108768482875,2,5,2,4,C++,Female,CS,2023,Placed,IBM
S1529,John Wilson,5.281877483254636,1.07976956602122,4.757803088359414,1.680999605417744,1.026816649546986,0,6,2,0,JavaScript,Male,IT,2023,Not Placed,None
S1530,Sarah Smith,9.323611881275266,9.980387701137804,7.202521951068666,5.8609171036425,1.0757330002365975,3,4,3,3,Java,Male,ME,2022,Placed,Google
S1531,Alex Wilson,9.064505045650389,7.091391689716561,6.980503084175295,6.533713551230398,2.2263746497369357,3,2,3,0,Java,Male,ECE,2021,Placed,IBM
S1532,John Jones,9.998588366430653,8.456223695042054,7.247047531280783,4.5916364608131754,1.2625128139072332,0,7,2,3,Java,Female,ME,2022,Placed,Microsoft
S1533,Jane Brown,9.983184185369527,3.6515745671157385,5.525173734290881,6.220636623181103,1.9335073268410419,3,5,2,1,Python,Female,CS,2020,Placed,Microsoft
S1534,John Smith,7.777158528013137,1.1288374990035397,5.781908447810213,4.3304827320185115,0.49532283774004116,0,0,2,1,C++,Female,CS,2023,Not Placed,None
S1535,Lisa Williams,8.844937075902553,7.64082566705377,6.4719439830502115,5.930218507528685,1.053447479270848,1,7,3,2,Java,Female,CS,2023,Placed,IBM
S1536,Alex Miller,9.723828649412141,8.507301373006083,7.026190351471085,4.9287883121367395,0.7056547821114929,2,2,3,3,C#,Female,ME,2020,Not Placed,None
S1537,Jane Brown,9.248236953387057,7.664285187581672,6.482227012514075,5.407027133005466,1.057713964994059,1,7,1,0,Python,Male,ECE,2020,Placed,Apple
S1538,David Miller,6.236740508715988,2.285652585707547,4.576959112995512,6.8002294517961825,1.2188338697249308,4,6,2,0,C++,Female,ECE,2020,Placed,IBM
S1539,John Johnson,7.252720676550467,7.7808513003127215,6.467410944050645,6.952760258158296,1.8295567659844019,4,1,1,0,C#,Female,IT,2022,Placed,Apple
S1540,Lisa Wilson,5.645797075757475,7.920305038968769,8.678640219365185,5.0756502020908,1.9730828202323585,4,7,2,2,C++,Male,ME,2021,Placed,IBM
S1541,Lisa Brown,9.770255136293612,6.926864641030494,3.9808947977762092,2.860161007657587,0.5852939508748536,0,5,3,4,C++,Female,IT,2022,Not Placed,None
S1542,Jane Smith,8.0308731722544,7.895043395160275,8.813749854485796,3.462981687471292,1.4978173174969398,3,0,1,0,C#,Female,IT,2020,Placed,Apple
S1543,Lisa Williams,6.143214027517313,8.613292957099588,4.414387872728307,2.7659833446861346,1.5634800815118788,1,2,1,1,JavaScript,Female,IT,2022,Not Placed,None
S1544,Alex Williams,8.358503422029283,6.522437028137126,6.785905751905291,6.476183680109381,0.41284471705421405,1,6,0,0,C++,Female,IT,2023,Placed,Amazon
S1545,Emma Johnson,8.09064120228948,1.7974424257271115,3.280510601175509,1.9598077749046903,1.4375993394994793,1,1,2,0,JavaScript,Female,CS,2022,Not Placed,None
S1546,Lisa Smith,6.790813590164202,5.388650287004898,2.5434356974770225,3.253994680529348,0.5061318264942947,1,1,3,0,C++,Female,IT,2020,Not Placed,None
S1547,Jane Williams,5.567787960998145,1.6988440120444457,8.009199021550636,6.411945166988145,1.0550619742069425,4,0,0,4,C#,Male,ECE,2023,Placed,Facebook
S1548,Sarah Davis,8.357865977963998,4.667887279291877,8.684345018915707,4.478747767014228,0.5283619041175717,1,3,0,0,C++,Female,IT,2021,Placed,Facebook
S1549,Lisa Johnson,7.601538504518967,4.663958402130649,7.836250789170393,6.79271048943402,1.8975647849557347,3,6,2,4,Java,Female,CS,2022,Placed,Apple
S1550,Lisa Brown,8.861591958678197,1.5940885972621741,7.5082607817592235,7.705452212056651,1.60768911000529,4,6,0,4,Java,Female,EEE,2022,Placed,Apple
S1551,Sarah Davis,7.6008175055599665,4.139384805725314,4.61963780431978,3.3786513581531112,1.5587807752692728,1,4,2,2,C++,Male,EEE,2020,Not Placed,None
